id,provider_id,category_id,title,slug,description,short_description,base_price_cents,pricing_type,duration_minutes,images,includes,why_choose,is_active,is_verified,is_featured,is_deleted,rating,total_reviews,total_bookings,verified_hours,created_at,updated_at,duration_days,duration_hours,total_duration_minutes,advance_payment_percentage,isRejected,max_booking_hours,max_parallel_bookings,milestones,min_booking_hours,rejectedAt,rejectionNote,service_location,excludes,platform_fee_percentage
5121e98a-306c-46da-ad7e-ecad56585603,add177bf-f67f-40c2-b476-1ba39e0e6524,cc4a0570-3b04-4b2a-a2e9-05ec4804431d,AC Repair & Service,ac-repair-service-11,"AC repair, gas refilling, filter replacement and deep cleaning for all brands.",Expert AC repair for all brands,49900,fixed,90,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.17,11,57,0,2026-05-31 03:50:49.763,2026-05-31 03:50:49.763,0,0,,0,f,,1,,,,,onsite,,
2e1118cc-e445-4021-bc23-e9efdf722b74,44559241-27b2-48d2-8e51-8e42d4f1db4d,3f160228-51c8-4ecf-8a0a-57dfed1b0239,Birthday Photography,birthday-photography-12,Professional birthday event photography with same-day preview shots.,Birthday shoot with same-day preview,699900,fixed,180,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,3.59,52,100,0,2026-02-27 04:29:45.406,2026-02-27 04:29:45.406,0,0,,0,f,,1,,,,,onsite,,
6e32ee9e-936a-45a4-9066-dfd79f6f0664,e4efbc51-7223-48ba-8c4f-ce5016e736f6,0e2acfd3-b488-493c-a54f-d3268eb73f66,IELTS/TOEFL Preparation,ielts-toefl-prep-13,Structured IELTS and TOEFL coaching targeting Band 7+ scores.,IELTS/TOEFL coaching for Band 7+,120000,hourly,90,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,3.83,0,43,0,2026-03-31 02:10:15.100,2026-03-31 02:10:15.100,0,0,,0,f,,1,,,,,onsite,,
c2761ec0-ad7e-403e-bf24-87c244f89f09,c6e09119-8bb0-4ec6-abb5-586ab3313507,3683acb1-77f4-42bd-92e3-f5723891b482,Nutritionist Consultation,nutritionist-consultation-14,Personalized diet planning and nutrition guidance by certified nutritionists.,Custom diet plan from certified nutritionist,150000,fixed,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.01,74,93,0,2026-05-01 18:50:33.515,2026-05-01 18:50:33.515,0,0,,0,f,,1,,,,,online,,
5fb41417-af66-4235-81bf-d2c2940626be,df09adb9-38c7-4309-a7e8-36adddeb2531,09219e10-8c5b-4ec3-ac67-83637c35bc83,DJ & Sound Setup,dj-sound-setup-15,"Professional DJ setup, sound system and lighting for parties and weddings.",DJ and sound system for events,399900,fixed,360,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.07,38,80,0,2026-02-17 07:14:03.743,2026-02-17 07:14:03.743,0,0,,0,f,,1,,,,,onsite,,
c704951e-704c-4f8a-840e-dfb03667eda8,bde3d7e5-8b01-43e0-843d-2e92e6f4d523,5f7d1bd3-a25c-49c9-bb6f-3a3e49e624b4,Laptop/PC Repair,laptop-pc-repair-16,Diagnosis and repair of laptops and desktops for all brands.,All-brand laptop and PC repair,59900,fixed,90,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,f,f,4.49,119,150,0,2026-06-04 06:06:38.817,2026-06-04 06:06:38.817,0,0,,0,f,,1,,,,,online,,
de2112d7-fecd-4a8e-be80-211a070de06d,204fdf4e-ce34-4906-8036-4c3954382fb5,e54b2e6e-af87-4b2f-9512-20314813671a,Sofa & Carpet Cleaning,sofa-carpet-cleaning-17,"Steam cleaning and sanitizing sofas, carpets and upholstery.",Deep sofa and carpet steam cleaning,79900,fixed,120,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.22,11,60,0,2026-01-03 11:01:52.189,2026-01-03 11:01:52.189,0,0,,0,f,,1,,,,,onsite,,
0d452298-6f9c-42b6-b907-071c25ff1860,37eb43a3-7e24-4226-87b8-5d9d6aa43d9f,a8946753-adbb-463c-8c91-e19653b7d3f2,Facial & Skin Treatment,facial-skin-treatment-18,"Advanced facial, clean-up and skin rejuvenation at your doorstep.",Doorstep facial and skin rejuvenation,149900,fixed,75,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.38,2,10,0,2026-05-04 05:51:55.591,2026-05-04 05:51:55.591,0,0,,0,f,,1,,,,,onsite,,
1d599013-2b3f-4c59-a7a4-b67f38e6f2f1,d9d5beb2-b6f1-4b81-a1d8-4655d7a65f79,cc4a0570-3b04-4b2a-a2e9-05ec4804431d,Plumbing Services,plumbing-services-19,"Tap, pipeline, drainage and bathroom fitting repair and installation.",Home plumbing repair and installation,34900,fixed,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.09,71,82,0,2026-03-21 02:43:41.242,2026-03-21 02:43:41.242,0,0,,0,f,,1,,,,,onsite,,
07aa854d-a626-4d6e-a93c-ab727619c346,151f92e6-2983-4856-91ba-2ea73a6a6984,3f160228-51c8-4ecf-8a0a-57dfed1b0239,Corporate Headshots,corporate-headshots-20,Professional corporate and LinkedIn headshots with retouching.,LinkedIn-ready corporate headshots,399900,fixed,90,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.65,96,102,0,2026-01-28 08:16:10.332,2026-01-28 08:16:10.332,0,0,,0,f,,1,,,,,onsite,,
40ef0e98-b824-49ed-a20e-6d1f900a0457,98b673d0-3aab-4820-84c8-efd714f1bb65,0e2acfd3-b488-493c-a54f-d3268eb73f66,Math & Science Tutoring,math-science-tutoring-21,"Personalized tutoring for Class 8-12 Mathematics, Physics and Chemistry.",Class 8-12 Math & Science tutoring,80000,hourly,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,3.75,74,86,0,2026-06-26 14:28:57.741,2026-06-26 14:28:57.741,0,0,,0,f,,1,,,,,onsite,,
09d41377-5383-49a0-81a2-495768c48939,cb2b8b2b-12a6-4560-ae31-313fd2244e42,3683acb1-77f4-42bd-92e3-f5723891b482,Yoga at Home,yoga-at-home-22,"Morning yoga sessions at your home for flexibility, breathing and mindfulness.",Personalized home yoga sessions,80000,hourly,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.25,48,83,0,2026-04-25 19:45:18.572,2026-04-25 19:45:18.572,0,0,,0,f,,1,,,,,onsite,,
48690c16-2777-4d6a-8641-e78cfe53b5f0,52062ded-7141-4c12-acea-58f02a177340,09219e10-8c5b-4ec3-ac67-83637c35bc83,Wedding Decoration,wedding-decoration-23,"Floral, thematic and stage decoration for weddings and receptions.",Complete wedding decor and florals,1499900,fixed,360,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,f,f,4.13,25,31,0,2026-03-29 10:01:43.419,2026-03-29 10:01:43.419,0,0,,0,f,,1,,,,,onsite,,
3aacd4f7-1986-42a7-82a4-c4934ae1b747,b65a2765-2a97-46bf-b3bd-a306b5732ad2,5f7d1bd3-a25c-49c9-bb6f-3a3e49e624b4,CCTV Installation,cctv-installation-24,Professional CCTV camera installation and DVR configuration for homes and offices.,Home and office CCTV installation,149900,fixed,120,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.02,37,57,0,2026-01-13 09:15:50.794,2026-01-13 09:15:50.794,0,0,,0,f,,1,,,,,onsite,,
376a83e9-9aea-4529-b4f6-fba2f84a7f39,2655ce87-1296-4127-a9d7-1877eb5796c8,e54b2e6e-af87-4b2f-9512-20314813671a,Move-in/Move-out Cleaning,move-in-out-cleaning-25,Complete cleaning service before or after moving homes.,Thorough move-in or move-out cleaning,129900,fixed,150,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,3.79,31,48,0,2026-03-29 11:50:42.974,2026-03-29 11:50:42.974,0,0,,0,f,,1,,,,,onsite,,
2fd95bd7-2241-4684-875a-8910e7b7fab7,b032b7e1-b41c-4623-a979-8c2694a24a68,a8946753-adbb-463c-8c91-e19653b7d3f2,Bridal Makeup & Hair,bridal-makeup-hair-26,"Complete bridal makeup, hairstyling and saree draping for the big day.",Bridal makeup with trial session included,899900,fixed,240,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,3.70,21,39,0,2026-01-27 18:09:42.275,2026-01-27 18:09:42.275,0,0,,0,f,,1,,,,,onsite,,
860b22be-5864-431d-afb5-d0fbb965ca26,b450497c-18f3-4ae8-85ee-6b1ba1d8e0c2,cc4a0570-3b04-4b2a-a2e9-05ec4804431d,Washing Machine Repair,washing-machine-repair-27,Washing machine diagnosis and repair for all brands and models.,All-brand washing machine repair,39900,fixed,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.83,64,103,0,2026-04-05 22:42:16.429,2026-04-05 22:42:16.429,0,0,,0,f,,1,,,,,onsite,,
fb09b6cf-4ba7-4ab1-bfe3-4f597110b076,b1d20a33-de64-4386-96d3-e41bde7ed0f7,3f160228-51c8-4ecf-8a0a-57dfed1b0239,Product Photography,product-photography-28,Studio-quality product photos for e-commerce and marketing.,E-commerce product photography,299900,fixed,120,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.92,87,118,0,2026-05-27 09:23:32.808,2026-05-27 09:23:32.808,0,0,,0,f,,1,,,,,onsite,,
e65fba5a-1b22-4397-ae1e-bf37ea87dd02,ab7c3b3e-b6ca-45fc-9fed-21bbf1361532,0e2acfd3-b488-493c-a54f-d3268eb73f66,Coding for Beginners,coding-beginners-29,"Beginner-friendly Python, web and logic programming sessions for school/college students.",Python and web coding for beginners,90000,hourly,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.60,40,56,0,2026-06-19 17:00:24.543,2026-06-19 17:00:24.543,0,0,,0,f,,1,,,,,onsite,,
d77ef5eb-d280-48ff-a3e3-06745097c010,44854d99-33b2-4569-aacb-a0cb0d313fbd,3683acb1-77f4-42bd-92e3-f5723891b482,Post-Natal Fitness,post-natal-fitness-30,Gentle and safe fitness routines for new mothers to regain strength.,Safe post-natal fitness for new moms,90000,hourly,45,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.33,6,12,0,2026-05-09 23:58:38.720,2026-05-09 23:58:38.720,0,0,,0,f,,1,,,,,online,,
cdbd3ec8-04d8-4517-a3e4-05a2425b532c,ab071da8-2701-4661-be62-8efcf4d73c9c,09219e10-8c5b-4ec3-ac67-83637c35bc83,Birthday Party Planning,birthday-party-planning-31,"Complete birthday party organization including decor, catering and entertainment.",End-to-end birthday party management,499900,fixed,480,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.20,82,115,0,2026-04-07 00:02:57.107,2026-04-07 00:02:57.107,0,0,,0,f,,1,,,,,online,,
85f88847-11c1-4c60-9057-4f04ec5fee01,36fe490d-84e1-423d-af19-e68fe088d496,5f7d1bd3-a25c-49c9-bb6f-3a3e49e624b4,Software Installation,software-installation-32,"OS reinstallation, driver updates, antivirus and software setup.",OS and software setup service,29900,fixed,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.70,83,110,0,2026-01-05 18:16:10.184,2026-01-05 18:16:10.184,0,0,,0,f,,1,,,,,onsite,,
16b64414-97cb-476d-a728-4b85e41398aa,823fcf29-2c9f-4cb3-94a2-1739eaa0a716,e54b2e6e-af87-4b2f-9512-20314813671a,Kitchen Deep Clean,kitchen-deep-clean-33,"Thorough kitchen degreasing, chimney cleaning and appliance wipe-down.",Kitchen deep clean and degreasing,59900,fixed,90,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,f,f,3.92,120,132,0,2026-05-14 12:30:49.329,2026-05-14 12:30:49.329,0,0,,0,f,,1,,,,,onsite,,
6cb9d540-1332-4180-bb15-3d5dfe6b477c,47ffd2f9-e173-40b1-8dc5-ae94a2d3ebea,a8946753-adbb-463c-8c91-e19653b7d3f2,Full Body Massage,full-body-massage-34,Relaxing full-body massage using therapeutic oils by a trained therapist.,Therapeutic full-body massage at home,179900,fixed,90,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.99,25,68,0,2026-04-03 05:02:14.134,2026-04-03 05:02:14.134,0,0,,0,f,,1,,,,,onsite,,
eb173132-6e81-4976-ba1a-9b4ac397e2a5,ce17cf24-1e8f-4a9b-a7e4-0fef6e61456b,cc4a0570-3b04-4b2a-a2e9-05ec4804431d,Electrical Repair,electrical-repair-35,"Wiring, switchboard, fan and light fitting repair by licensed electricians.",Licensed home electrical repair,29900,fixed,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.56,20,42,0,2026-02-11 17:20:48.690,2026-02-11 17:20:48.690,0,0,,0,f,,1,,,,,online,,
d36b870a-c941-4fc9-8b18-b2c0e3af2744,074d37fc-763f-41a8-a05a-837d881a4741,3f160228-51c8-4ecf-8a0a-57dfed1b0239,Wedding Photography,wedding-photography-36,"Full-day wedding coverage with candid shots, pre-wedding shoot and edited album.",Full-day wedding coverage + pre-shoot,4999900,custom,720,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.31,108,135,0,2026-04-02 22:02:53.443,2026-04-02 22:02:53.443,0,0,,0,f,,1,,,,,onsite,,
585bc59f-1092-43c8-8e07-cc0961f8a053,7a16cc9b-7f2d-4e5b-932d-7f1c38bd1263,0e2acfd3-b488-493c-a54f-d3268eb73f66,English Language Coaching,english-coaching-37,"Spoken English, grammar and writing improvement for all ages.",Spoken English and grammar coaching,70000,hourly,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,f,f,3.67,103,135,0,2026-06-10 06:48:45.636,2026-06-10 06:48:45.636,0,0,,0,f,,1,,,,,onsite,,
201e4ae8-dc29-4f6a-8b0a-fca7cee41b13,b52b3f4f-af3f-47b1-82d5-69ccb3df114e,3683acb1-77f4-42bd-92e3-f5723891b482,Zumba Dance Classes,zumba-dance-classes-38,High-energy Zumba sessions for weight loss and fitness.,Fun Zumba fitness classes at home,70000,hourly,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.08,20,53,0,2026-01-16 20:47:24.139,2026-01-16 20:47:24.139,0,0,,0,f,,1,,,,,online,,
fcb4d5ec-ee69-4268-85fd-046967524ea0,82f8b23c-b2ac-4162-ae78-a9ff4503aa05,09219e10-8c5b-4ec3-ac67-83637c35bc83,Catering Services,catering-services-39,Traditional Kerala and multicuisine catering for all event sizes.,Kerala and multicuisine event catering,99900,custom,240,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.17,21,43,0,2026-03-30 04:42:20.261,2026-03-30 04:42:20.261,0,0,,0,f,,1,,,,,online,,
f4e19a28-c781-41e3-a30f-1e2b3b03adbf,b09804b0-90c2-4616-a65d-7415adb1c163,5f7d1bd3-a25c-49c9-bb6f-3a3e49e624b4,Data Recovery,data-recovery-40,"Professional recovery of lost data from hard drives, SSDs and USB devices.",Hard drive and SSD data recovery,99900,fixed,120,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,3.65,10,51,0,2026-06-02 22:33:17.548,2026-06-02 22:33:17.548,0,0,,0,f,,1,,,,,online,,
fc78caf2-d15b-4657-bdd6-f654632da092,083c3e2b-c7cb-4d5c-a1b4-0bc52a553fd0,e54b2e6e-af87-4b2f-9512-20314813671a,Deep Home Cleaning,deep-home-cleaning-41,"Professional deep cleaning of your entire home including kitchen, bathrooms and bedrooms.",Full home deep clean with eco products,149900,fixed,180,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.23,39,69,0,2026-02-08 13:32:08.783,2026-02-08 13:32:08.783,0,0,,0,f,,1,,,,,online,,
2a0a85ee-e6bb-4d90-892d-bb53c68b9b1b,d5010c03-d935-4f04-b51e-9c0aed2a88c6,a8946753-adbb-463c-8c91-e19653b7d3f2,Party Makeup,party-makeup-42,HD or airbrush party makeup with hairstyling for events.,Party-ready HD makeup and styling,249900,fixed,90,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,f,f,3.84,66,74,0,2026-06-16 22:29:56.698,2026-06-16 22:29:56.698,0,0,,0,f,,1,,,,,onsite,,
9564e6b3-905f-4161-8473-34f8e71f408d,f5bb3ee4-9333-459f-8821-c0cadcd895ad,cc4a0570-3b04-4b2a-a2e9-05ec4804431d,Refrigerator Repair,refrigerator-repair-43,"Fridge compressor, thermostat and gas leak repair by certified technicians.",Certified fridge repair service,44900,fixed,75,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.71,82,95,0,2026-03-14 03:07:43.669,2026-03-14 03:07:43.669,0,0,,0,f,,1,,,,,onsite,,
3407e2b9-9c01-48a5-a3c3-f453b4c8a810,3aaec300-f526-4f0a-a7d3-1a6b36e9a4de,3f160228-51c8-4ecf-8a0a-57dfed1b0239,Newborn & Maternity Shoot,newborn-maternity-shoot-44,Artistic maternity and newborn portraits in natural or studio settings.,Artistic maternity and newborn portraits,899900,fixed,180,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,f,f,4.56,12,16,0,2026-02-14 14:59:11.688,2026-02-14 14:59:11.688,0,0,,0,f,,1,,,,,onsite,,
649dbf63-ecbc-46d4-9fa5-28787b26b4e5,b814f25b-75a3-4f6a-af3e-1b126424964b,0e2acfd3-b488-493c-a54f-d3268eb73f66,Preschool Readiness,preschool-readiness-45,Activity-based learning for children aged 3-6 to prepare for school.,School readiness for ages 3-6,60000,hourly,45,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.57,101,126,0,2026-06-12 01:52:50.592,2026-06-12 01:52:50.592,0,0,,0,f,,1,,,,,onsite,,
0b72f24d-69d9-4138-8497-f76191286952,2c52bd17-e78b-46d3-8c9c-c076335730d2,3683acb1-77f4-42bd-92e3-f5723891b482,Personal Fitness Training,personal-fitness-training-46,One-on-one personal training with customized workout and diet plan.,Custom personal training and diet,120000,hourly,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.53,61,103,0,2026-05-06 16:41:01.675,2026-05-06 16:41:01.675,0,0,,0,f,,1,,,,,onsite,,
fb323490-d754-4582-822b-cfac65de0ad7,48d932a7-d15b-4991-8b5b-1ec7e7bf3a07,09219e10-8c5b-4ec3-ac67-83637c35bc83,Corporate Event Management,corporate-event-mgmt-47,"Full-scale corporate event planning: venue, AV, catering and logistics.",Corporate event planning and execution,2999900,custom,480,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,f,f,3.80,77,83,0,2026-05-26 21:38:54.622,2026-05-26 21:38:54.622,0,0,,0,f,,1,,,,,online,,
3efdeeb1-ba1b-4b45-b06f-7aae8d6f2d95,5e451625-1e5d-4047-8613-383bb010e34d,5f7d1bd3-a25c-49c9-bb6f-3a3e49e624b4,Home Network Setup,home-network-setup-48,"Wi-Fi router setup, network optimization and connectivity troubleshooting.",Home Wi-Fi and network setup,39900,fixed,60,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,f,f,4.56,45,92,0,2026-01-12 19:44:30.167,2026-01-12 19:44:30.167,0,0,,0,f,,1,,,,,online,,
346f1951-b7d9-4d47-bbc1-5cdfc6baa20f,6cbe8988-731e-4ff4-a54a-0a10ef73a66e,e54b2e6e-af87-4b2f-9512-20314813671a,Post-Construction Cleanup,post-construction-cleanup-49,Full cleanup after renovation or construction work.,Post-renovation site cleanup,199900,fixed,240,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,3.52,60,66,0,2026-04-09 06:39:46.836,2026-04-09 06:39:46.836,0,0,,0,f,,1,,,,,onsite,,
0cd8273a-fc6e-4e19-80fa-fdc58159a2c6,69c54013-bcdd-459f-b3ca-bd5abbffd76a,a8946753-adbb-463c-8c91-e19653b7d3f2,Mehendi Design,mehendi-design-50,Intricate bridal or party mehendi designs by expert artists.,Expert bridal and party mehendi,79900,fixed,120,"[""https://images.unsplash.com/photo-1581578731548-c64695cc6952?w=400&h=300&fit=crop""]",,,t,t,t,f,4.45,13,37,0,2026-06-15 09:18:46.536,2026-06-15 09:18:46.536,0,0,,0,f,,1,,,,,onsite,,
